pathwayName,pathwayId,pathwaySource,Pval_Metab,Num_In_Path_Metab,Total_In_Path_Metab,Pval_Gene,Num_In_Path_Gene,Total_In_Path_Gene,Pval_combined,Pval_combined_FDR,Pval_combined_Holm,analytes,cluster_assignment
"Base-Excision Repair, AP Site Formation",R-HSA-73929,reactome,NA,NA,NA,1.41E-05,26,43,1.41E-05,0.000101148,0.039144544,NTHL1;MPG;NEIL2;MUTYH;OGG1;UNG;TINF2;TERF2;SMUG1;HIST1H2BE;HIST1H2BH;HIST1H2BE;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST1H4A;HIST1H4A;HIST1H4A;HIST1H2BO;HIST2H2AC;HIST2H2BE;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST1H2AB; HIST1H2AE;HIST1H2AD;H2AFX;H2AFB1;H2AFJ;HIST1H4A;HIST3H2BB;POT1,"76,77"
Platelet homeostasis,R-HSA-418346,reactome,0.038537137,3,36,1.83E-06,46,87,7.04E-08,1.06E-06,0.000212464,"Citrulline;TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));CE(20:4(5Z,8Z,11Z,14Z));CE(22:4(7Z,10Z,13Z,16Z));CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z));CE(18:0);CE(18:3(9Z,12Z,15Z));ATP2A2;ATP2A3;ATP2B2;ATP2B3;ATP2A1;CALM1;CALM1;PRKG1;PRKG2;PTPN11;PTGIR;PPP2R5B;PPP2CA;PPP2CB;PPP2R1B;PPP2R5A;MAPK14;NOS2;NOS3;NOS1;MRVI1;P2RX3;P2RX4;P2RX5;P2RX6;PDE10A;PDE11A;PDE1A;PDE1B;PDE2A;PDE9A;ATP2A1;PTGIR;ORAI1;ITPR1;ITPR3;KCNMB4;GUCY1A3;GNG10;GNG13;GNG3;GNG4;GNG7;GNAS;GNB3;GNB4;STIM1;SRI;TRPC3",82
Estrogen-dependent gene expression,R-HSA-9018519,reactome,NA,NA,NA,3.20E-07,60,118,3.20E-07,3.96E-06,0.000950711,CDK9;CHD1;CXCL12;CREBBP;ATF2;CCND1;SP1;SMC1A;SMC3;STAG2;USF1;TLE3;TNRC6C;MOV10;MED1;PGR;POLR2A;POLR2B;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;NCOA2;NCOA3;MYB;ATF2;POLR2H;TLE3;FOS;FOSB;H2AFX;HDAC1;GREB1;H2AFB1;H2AFJ;GTF2A1;GTF2A2;GTF2F2;HIST1H2AB; HIST1H2AE;HIST1H2AD;ESR1;EBAG9;GATA3;GPAM;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST2H2AC;HIST2H2BE;HIST2H3C;HIST1H2BO;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BE;HIST1H2BH;HIST1H2BE;HIST1H4A;HIST1H4A;HIST1H4A;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HSP90AA1;HIST1H4A;HIST3H2BB;POLR2L;POU2F1;RAD21,85
Regulated Necrosis,R-HSA-5218859,reactome,NA,NA,NA,1.42E-05,34,62,1.42E-05,0.000101435,0.03938777,XIAP;STUB1;TP53;TNFRSF10A;TRADD;TRAF2;FLOT2;FASLG;IL1A;IRF2;ELANE;FADD;GSDMD;HSP90AA1;HMGB1;PELI1;PDCD6IP;OGT;SDCBP;RIPK1;RPS27A;BAX;BIRC2;BIRC3;CASP1;CASP3;CASP4;CASP5;CHMP2B;CHMP4A;CHMP4B;CHMP4C;CHMP7;CDC37,"87,373"
"Cobalamin (Cbl, vitamin B12) transport and metabolism",R-HSA-196741,reactome,NA,NA,NA,1.02E-06,17,21,1.02E-06,1.06E-05,0.00298214,LMBRD1;MUT;MTR;MMAB;MMADHC;PRSS3;GIF;CD320;AMN;CTRB1;CTRB2;CTRC;CUBN;ABCC1;ABCD4;TCN1;TCN2,94
SLC transporter disorders,R-HSA-5619102,reactome,0.515290157,2,81,2.42E-05,48,99,1.25E-05,9.12E-05,0.034740831,L-Cystine;Uric acid;TPR;OR10V1; RHAG;POM121;POM121C;RAE1;RANBP2;SLC11A2;SLC12A1;SLC12A3;SLC16A1;SLC20A2;OR52E2; SLC22A12;SLC22A18;SLC26A3;SLC2A10;SLC2A9;SLC34A1;SLC34A2;SLC35A1;SLC35A2;SLC35C1;SLC39A4;SLC3A1;SLC3A2;SLC4A4;SLC6A14;SLC6A2;SLC6A20;SLC9A6;SEC13;SEH1L;HK1;GCKR;BSG;OR10K1;OR52E2;SLC6A20;NUP155;NUP160;NUP188;NUP205;NUP210;NUP35;NUP98;NUPL2;NUP37;NUP43;NUP50;NUP54;NUP88,96
Glycolysis,R-HSA-70171,reactome,NA,NA,NA,1.45E-07,42,72,1.45E-07,1.98E-06,0.000432833,TPR;ALDOA;ALDOC;PPP2CB;PPP2R1B;PRKACB;PRKACG;PPP2CA;POM121;POM121C;SEC13;SEH1L;RAE1;RANBP2;HK1;HK2;HK3;ENO2;ENO1;GAPDHS;GCKR;GNPDA1;GPI;HK3;OR4K17;PFKFB3;PFKFB4;PGAM1;PGAM2;PGM2L1;NUP88;NUP98;NUPL2;NUP155;NUP160;NUP37;NUP43;NUP50;NUP54;NUP188;NUP205;NUP210;NUP35,113
Glucose metabolism,R-HSA-70326,reactome,NA,NA,NA,4.96E-10,55,92,4.96E-10,1.60E-08,1.55E-06,TPR;SLC25A1;SLC25A13;SEH1L;SLC37A4;SEC13;POM121;POM121C;PPP2CA;PPP2CB;PPP2R1B;PRKACB;PRKACG;RAE1;RANBP2;ALDOA;ALDOC;MDH1;MDH2;HK3;PC;OR4K17;PFKFB3;PFKFB4;PGAM1;PGAM2;PGM2L1;PC;PCK1;PCK2;NUP88;NUP98;NUPL2;NUP188;NUP205;NUP210;NUP35;NUP37;NUP43;NUP50;NUP54;NUP155;NUP160;G6PC;G6PC2;G6PC3;FBP1;HK1;HK2;HK3;GNPDA1;GOT1;GPI;GAPDHS;GCKR;ENO2;ENO1,113
Glycosaminoglycan metabolism,R-HSA-1630316,reactome,NA,NA,NA,7.80E-07,61,123,7.80E-07,8.56E-06,0.002289408,NAGLU;NCAN;NDST2;NDST3;NDST4;B4GALT3;OGN;PAPSS2;ARSB;B3GNT1;B3GNT2;B3GNT4;B4GALT1;B4GALT4;B4GALT6;B4GALT7;B3GALT6;BCAN;BGN;ABCC5;CHST1;CHST12;CHST13;CHST15;CHST5;CHST9;CHSY3;CHPF;CHPF2;CSGALNACT1;CSGALNACT2;CSPG5;HGSNAT;HAS1;HAS2;HAS3;HEXA;EXT2;KERA;GALNS;GPC1;GPC4;GLB1L;GLCE;HYAL2;HS3ST1;HS3ST3B1;HS6ST1;HS6ST2;HMMR;SLC35B3;SLC9A1;SDC4;SDC2;ST3GAL1;ST3GAL2;ST3GAL3;ST3GAL4;ST3GAL6;XYLT1;UST,117
Post-translational modification: synthesis of GPI-anchored proteins,R-HSA-163125,reactome,NA,NA,NA,1.76E-07,51,94,1.76E-07,2.33E-06,0.000526224,SPRN;SPACA4;VNN1;VNN2;VNN3;TEX101;TECTA;ART4;DPM1;DPM3;CEACAM5;CEACAM7;BST1;CNTN3;CNTN4;CNTN5;GPLD1;GP2;GPIHBP1;FOLR2;FOLR4;MSLN;MDGA1;MDGA2;NRN1;NTM;NTNG1;LSAMP;LY6K;LYPD1;LYPD2;LYPD6B;PLAUR;PIGA;PIGC;PIGF;PIGG;PIGK;PIGL;PIGM;PIGO;PIGP;PIGS;PIGU;PIGW;PIGY;PGAP1;RTN4RL1;RECK;RAET1G;OR1L6; RAET1L,118
Epigenetic regulation of gene expression,R-HSA-212165,reactome,NA,NA,NA,3.01E-13,71,116,3.01E-13,5.41E-11,9.68E-10,POLR2H;MBD3;MTA1;MTA2;MTA3;POLR2K;POLR2L;POLR1B;POLR1C;POLR1E;POLR2F;POLR2H;GATAD2A;GATAD2B;ERCC2;EED;EZH2;ERCC3;JARID2;KAT2A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H4A;HIST1H2BE;HIST1H2BH;HIST1H2BE;HIST1H4A;HIST1H4A;HIST2H2AC;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST1H2BO;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST2H2BE;HIST2H3C;HIST1H4A;HIST3H2BB;H2AFX;HDAC1;GTF2H5;H2AFB1;H2AFJ;HIST1H2AB; HIST1H2AE;HIST1H2AD;GSK3B;GTF2H1;GTF2H2;GTF2H3;GTF2H4;ACTB;AEBP2;CHD3;CDK7;DNMT3A;DNMT3L;DDX21;BAZ2A;CBX3;CCNH;SMARCA5;UBTF;TWISTNB;ZNRD1;SUDS3;TET2;TET3;TAF1B;TAF1D;RBBP4;SF3B1;SIN3A;SIN3B;SAP30BP;RRP8;SAP130;SAP18,"119,123"
NoRC negatively regulates rRNA expression,R-HSA-427413,reactome,NA,NA,NA,1.12E-10,48,74,1.12E-10,5.10E-09,3.54E-07,SMARCA5;ZNRD1;SUDS3;TAF1B;TAF1D;TWISTNB;UBTF;BAZ2A;CDK7;CCNH;SAP130;SAP18;SAP30BP;SIN3A;SIN3B;HIST1H4A;HIST1H4A;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST1H2BO;HIST1H3A;HIST1H3A;HIST1H3A;HIST2H2AC;HIST2H2BE;HIST2H3C;HIST1H4A;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H4A;HIST1H2BE;HIST1H2BH;HIST1H2BE;ERCC2;ERCC3;HIST3H2BB;H2AFX;HDAC1;GTF2H5;H2AFB1;H2AFJ;HIST1H2AB; HIST1H2AE;HIST1H2AD;GTF2H1;GTF2H2;GTF2H3;GTF2H4;POLR2H;POLR1B;POLR1C;POLR1E;POLR2K;POLR2L;POLR2F;POLR2H,"122,123"
Negative epigenetic regulation of rRNA expression,R-HSA-5250941,reactome,NA,NA,NA,1.96E-10,49,77,1.96E-10,7.74E-09,6.19E-07,CCNH;CDK7;BAZ2A;SIN3A;SIN3B;RRP8;SAP18;SAP30BP;SAP130;TWISTNB;SMARCA5;ZNRD1;UBTF;SUDS3;TAF1B;TAF1D;HIST1H2AB; HIST1H2AE;HIST1H2AD;GTF2H5;H2AFB1;H2AFJ;GTF2H1;GTF2H2;GTF2H3;GTF2H4;H2AFX;HDAC1;HIST3H2BB;ERCC3;ERCC2;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST1H2BE;HIST1H2BH;HIST1H2BE;HIST2H2AC;HIST2H2BE;HIST2H3C;HIST1H4A;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST1H4A;HIST1H4A;HIST1H4A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BO;HIST1H3A;HIST1H3A;HIST1H3A;POLR2H;POLR2F;POLR2H;POLR2K;POLR2L;POLR1B;POLR1C;POLR1E,"119,122,123"
Transcriptional regulation by RUNX3,R-HSA-8878159,reactome,NA,NA,NA,3.50E-10,57,96,3.50E-10,1.20E-08,1.10E-06,NOTCH1;MDM2;MAML3;TCF7;PSMD9;YAP1;ZFHX3;WWTR1;TP53;SNW1;SRC;TCF7;TEAD2;TEAD3;TEAD4;CREBBP;CCND1;CDKN1A;CDKN2A;BCL2L11;PSMF1;PSMD9;PSME3;PSMD7;PSMD8;SMAD3;SMAD4;RPS27A;JAG1;PSMC4;PSMC5;PSMB6;PSMB7;PSMB9;PSMC2;PSMC3;PSMD11;PSMD13;PSMD1;PSMD10;PSMD14;PSMD3;PSMD4;PSMD6;RORC;PSMA7;PSMB1;PSMB10;PSMB2;PSMB3;PSMB4;PSMB5;PSMA3;PSMA4;PSMA5;PSMA1;PSMA2;ITGA4;KAT2A,125
Activation of anterior HOX genes in hindbrain development during early embryogenesis,R-HSA-5617472,reactome,NA,NA,NA,2.62E-08,51,90,2.62E-08,4.30E-07,7.97E-05,CNOT6;CREBBP;CTCF;RBBP4;H2AFX;H2AFB1;H2AFJ;HIST1H2AB; HIST1H2AE;HIST1H2AD;HDAC3;EED;EZH2;HOXA1;HOXA2;HOXA3;HOXA4;HOXB2;HOXB3;HOXB4;HOXC4;HOXD3;HIST3H2BB;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST1H4A;HIST1H4A;HIST1H4A;HIST1H2BO;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BE;HIST1H2BH;HIST1H2BE;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST2H2AC;HIST2H2BE;HIST2H3C;HIST1H4A;ZNF335;POLR2H;PAX6;PBX1;PCGF2;NCOA3;NCOA6;POLR2I;POLR2J;POLR2K;POLR2L;POLR2B;POLR2F;POLR2G;POLR2H;POLR2A;MAFB;MEIS1,130
Activation of HOX genes during differentiation,R-HSA-5619507,reactome,NA,NA,NA,2.62E-08,51,90,2.62E-08,4.30E-07,7.97E-05,RBBP4;HOXA1;HOXA2;HOXA3;HOXA4;HOXB2;HOXB3;HOXB4;HOXC4;HOXD3;HIST3H2BB;HDAC3;H2AFX;HIST1H2AB; HIST1H2AE;HIST1H2AD;H2AFB1;H2AFJ;EED;EZH2;HIST2H2AC;HIST2H2BE;HIST2H3C;HIST1H4A;HIST1H4A;HIST1H4A;HIST1H4A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST1H2BO;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BE;HIST1H2BH;HIST1H2BE;MEIS1;POLR2A;POLR2B;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L;POLR2H;PAX6;PBX1;PCGF2;NCOA3;NCOA6;MAFB;CREBBP;CTCF;CNOT6;ZNF335,130
Signaling by VEGF,R-HSA-194138,reactome,0.023921073,3,30,1.71E-08,58,106,4.10E-10,1.38E-08,1.29E-06,"1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/16:1(9Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:0/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:2(9Z,12Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DAG; DG(16:0/16:0/0:0);Citrulline;ADMA; Symmetric dimethylarginine;1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:1(9Z)/18:2(9Z,12Z)/0:0);SRC;TRIB3;VAV1;VAV2;WASF2;VAV3;VEGFA;THEM4;PTK2;PTK2B;PXN;RAC1;RHOA;SH2D2A;SHC2;PRKACB;PRKACG;PRKCB;PRKCZ;PLCG1;MAPK13;MAPK14;MLST8;MAPKAPK2;NOS3;NCK2;NCKAP1;NCKAP1L;NCK1;PDPK1;PIK3CA;PGF;PIK3CB;PIK3R1;PAK1;PRKCZ;ITPR1;ITPR3;ITGAV;ITGB3;JUP;HRAS;HSP90AA1;HSPB1;FLT1;ELMO2;AKT2;AKT3;ACTB;AHCYL1;AAMP;ABI1;CDH5;BCAR1;AXL;DOCK1;CYBA;CYBB;CALM1;CALM1",133
VEGFA-VEGFR2 Pathway,R-HSA-4420097,reactome,0.023921073,3,30,7.33E-09,55,97,1.75E-10,7.10E-09,5.53E-07,"1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/16:1(9Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:0/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:2(9Z,12Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:1(9Z)/18:2(9Z,12Z)/0:0);Citrulline;ADMA; Symmetric dimethylarginine;1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DAG; DG(16:0/16:0/0:0);PRKCB;PRKCZ;PRKACB;PRKACG;SH2D2A;SHC2;RHOA;RAC1;PXN;PTK2;PTK2B;SRC;THEM4;TRIB3;VAV3;VEGFA;VAV1;VAV2;WASF2;PLCG1;NOS3;PRKCZ;PIK3CB;PIK3R1;PIK3CA;PAK1;PDPK1;MLST8;MAPK13;MAPK14;MAPKAPK2;NCK2;NCKAP1;NCKAP1L;NCK1;CYBA;CYBB;DOCK1;ACTB;AKT2;AKT3;ABI1;AHCYL1;CALM1;CALM1;CDH5;BCAR1;AXL;ELMO2;ITPR1;ITPR3;ITGAV;ITGB3;JUP;HRAS;HSP90AA1;HSPB1",133
PI3K Cascade,R-HSA-109704,reactome,NA,NA,NA,6.49E-06,27,44,6.49E-06,5.16E-05,0.018341362,PTPN11;GAB1;FGF8;FGF9;FGFR2;FLT3LG;FGF16;FGF17;FGF18;FGF20;FGF5;FGF7;FGF1;GRB2;IRS1;IRS2;AKT2;KLB;PIK3CB;PIK3R1;PDE3B;PDPK1;PIK3C3;PIK3CA;PIK3R4;TRIB3;THEM4,139
Opioid Signalling,R-HSA-111885,reactome,0.401853735,1,24,1.60E-05,45,90,6.44E-06,5.15E-05,0.018217357,"1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/16:1(9Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:0/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:2(9Z,12Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:1(9Z)/18:2(9Z,12Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DAG; DG(16:0/16:0/0:0);ITPR1;ITPR3;GNG10;GNG13;GNG3;GNG4;GNG7;GNA11;GNA15;GNAI1;GNAI2;GNAL;GNB3;GNB4;CALM1;CALM1;CAMK2A;CAMK2D;CAMK2G;CAMK4;CAMKK2;AHCYL1;ADCY2;ADCY3;ADCY7;ADCY9;ADRBK1;PRKACB;PRKACG;PRKAR1B;PRKAR2A;PPP2CB;PPP2R1B;PPP1CA;PPP2CA;PPP3CC;PPP3R1;PRKAR2B;POMC;PDE1A;PDE1B;PDE4B;PLCB1;CAMK2B;ADCY9;OPRM1;NBEA","142,144"
IRS-mediated signalling,R-HSA-112399,reactome,NA,NA,NA,4.62E-06,29,48,4.62E-06,3.84E-05,0.013134733,IRS1;IRS2;FGF8;FGF9;FGFR2;GAB1;FGF1;FGF16;FGF17;FGF18;FGF20;FGF5;FGF7;FLT3LG;HRAS;GRB2;PIK3R4;KLB;PDPK1;PIK3C3;PIK3CA;PIK3CB;PIK3R1;PDE3B;SOS1;PTPN11;AKT2;THEM4;SOS1;TRIB3,139
Platelet degranulation,R-HSA-114608,reactome,NA,NA,NA,1.12E-07,65,128,1.12E-07,1.55E-06,0.000335636,ORM2;ABCC4;RAB27B;PCYOX1L;PDGFA;PF4;PFN1;PHACTR2;PCDH7;LEFTY2;LY6G6F;LGALS3BP;LHFPL2;ISLR;ITGB3;FGG;FLNA;FN1;IGF1;IGF2;HSPA5;GAS6;HABP4;HGF;GTPBP2;F8;FAM3C;ECM1;QSOX1;PROS1;PPIA;SCCPDH;SCG3;SEPP1;SERPINA1;SERPINF2;TTN;TIMP1;TIMP3;TLN1;TMX3;STXBP2;SYTL4;TEX264;TF;TGFB2;THBS1;WDR1;VEGFA;SPARC;SPP2;ANXA5;APLP2;APOA1;ALDOA;CLEC3B;ACTN1;ACTN4;CALM1;CALM1;CD36;CD63;CYB5R1;CDC37L1;CFL1;CHID1,148
Antiviral mechanism by IFN-stimulated genes,R-HSA-1169410,reactome,NA,NA,NA,7.75E-08,48,85,7.75E-08,1.14E-06,0.000233473,KPNA3;KPNA4;KPNB1;PDE12;PIN1;PLCG1;NUP98;NUPL2;OAS1;OAS2;OAS3;OASL;NUP155;NUP160;NUP188;NUP205;NUP210;NUP35;NUP37;NUP43;NUP50;NUP54;NUP88;SEH1L;SEC13;PPM1B;POM121;POM121C;RPS27A;RAE1;RANBP2;ABCE1;DDX58;HERC5;FLNA;FLNB;ISG15;EIF4G2;EIF4A1;EIF4A2;EIF4E2;EIF4G1;TPR;TRIM25;USP18;UBE2E1;UBE2N;STAT1,149
ER-Phagosome pathway,R-HSA-1236974,reactome,NA,NA,NA,1.12E-07,51,93,1.12E-07,1.55E-06,0.000334747,FGG;HLA-F;HMGB1;IKBKB;IKBKG;SEC61B;SEC61G;S100A8;RPS27A;PSMA1;PSMB5;PSMB6;PSMA2;PSMA3;PSMB10;PSMB11;PSMB2;PSMB3;PSMB4;PSMA7;PSMB1;PSMA4;PSMA5;PSME3;PSMF1;PSMD8;PSMD9;PSMD6;PSMD7;PSMB7;PSMB9;PSMC4;PSMC5;PSMD11;PSMD13;PSMD14;PSMD1;PSMD10;PSMC2;PSMC3;PSMD3;PSMD4;CD36;CHUK;BTK;VAMP8;TAP2;TAPBP;TLR6;STX4;HLA-B;PSMD9,150
Antigen processing-Cross presentation,R-HSA-1236975,reactome,NA,NA,NA,2.28E-09,61,109,2.28E-09,5.80E-08,7.08E-06,HLA-F;HMGB1;IKBKB;IKBKG;ITGB5;ITGAV;FCGR1A;FCGR1B;FGG;BTK;CD207;CD36;CYBA;CYBB;CHUK;TAP2;TAPBP;TLR6;STX4;VAMP8;SEC61B;SEC61G;PSMD8;PSMD9;PSME3;PSMF1;RPS27A;S100A8;PSMD6;PSMD7;PSMD1;PSMD10;PSMB7;PSMB9;PSMC4;PSMC5;PSMD3;PSMD4;PSMC2;PSMC3;PSMD11;PSMD13;PSMD14;PSMA1;PSMB5;PSMB6;PSMA2;PSMA3;PSMA7;PSMB1;PSMA4;PSMA5;PSMB10;PSMB11;PSMB2;PSMB3;PSMB4;HLA-B;PSMD9;LNPEP;MRC1;MRC2,150
Degradation of the extracellular matrix,R-HSA-1474228,reactome,NA,NA,NA,8.21E-08,70,140,8.21E-08,1.19E-06,0.000246836,TLL1;TIMP1;TIMP2;SPOCK3;SCUBE1;FBN2;FBN3;FURIN;FN1;ELANE;HTRA1;OR10H4;OR2A7;BSG;NID1;KLK7;KLKB1;LAMA3;LAMA5;LAMC1;LAMC2;MMP24;MMP25;MMP3;MMP8;MMP1;MMP10;MMP11;MMP13;MMP14;MMP15;MMP2;MMP20;MMP25;BCAN;BMP1;CAPN12;CAPN7;CAPN8;CAPNS1;CAPNS2;CASP3;CAPN10;CAST;COL6A6;COL8A2;COL9A2;COL9A3;CTRB1;CTRB2;COL11A2;COL13A1;COL17A1;COL19A1;COL1A2;COL25A1;COL2A1;COL3A1;COL4A2;COL4A6;COL5A1;COL6A2;COL6A3;CMA1;ADAMTS16; OR2A7;ADAMTS5;ADAMTS8;ADAM15;ADAM8;ADAM9;ADAMTS1;AGXT2L2,Unclustered
DAG and IP3 signaling,R-HSA-1489509,reactome,0.242457416,1,13,1.67E-05,25,41,4.05E-06,3.42E-05,0.011538518,"1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/16:1(9Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:0/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:2(9Z,12Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:1(9Z)/18:2(9Z,12Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DAG; DG(16:0/16:0/0:0);AHCYL1;ADCY9;ADRBK1;ADCY2;ADCY3;ADCY7;CALM1;CALM1;CAMK2A;CAMK2D;CAMK2G;CAMK4;CAMKK2;PRKAR2B;PRKCE;PRKACB;PRKACG;PRKAR1B;PRKAR2A;PDE1A;PDE1B;NBEA;PLCG1;CAMK2B;ADCY9;ITPR1;ITPR3","143,144"
Host Interactions of HIV factors,R-HSA-162909,reactome,NA,NA,NA,1.16E-10,76,139,1.16E-10,5.12E-09,3.65E-07,KPNB1;LCK;PSMD9;PACS1;NUP188;NUP205;NUP210;NUP35;NUP37;NUP98;NUPL2;NUP43;NUP50;NUP54;NUP88;NUP155;NUP160;RCC1;PPIA;POM121;POM121C;SEC13;SEH1L;SLC25A4;RAC1;PSMD8;PSMD9;RAE1;RAN;RANBP2;PSME3;PSMF1;RPS27A;PSMC2;PSMC3;PSMD3;PSMD4;PSMD1;PSMD10;PSMD6;PSMD7;PSMB7;PSMB9;PSMD11;PSMD13;PSMD14;PSMC4;PSMC5;PSMA2;PSMA3;PSMB5;PSMB6;PSMA1;PSMA4;PSMA5;PSMB10;PSMB11;PSMB2;PSMB3;PSMB4;PSMA7;PSMB1;TPR;tat;XPO1;CD247;CD28;CD4;CD8B;AP2A1;AP2A2;AP2M1;AP2S1;BTRC;CDK9;DOCK2;CUL5,159
Toll Like Receptor 4 (TLR4) Cascade,R-HSA-166016,reactome,NA,NA,NA,8.66E-08,68,135,8.66E-08,1.24E-06,0.000260419,NKIRAS2;NOD2;MEF2A;MAPK7;MAPK9;MAPKAPK2;MAP3K7;MAP3K8;MAPK10;MAPK14;MAP2K4;MAP2K6;LY86;MEF2C;ATF2;PELI1;NFKB2;NKIRAS1;TANK;TBK1;TLR6;TICAM2;TICAM1;TRAF3;TRAF6;SOCS1;UBE2D2;UBE2D3;UBE2N;VRK3;BIRC2;BIRC3;BPI;BTK;BTRC;DUSP4;DNM3;CD36;ATF2;CUL1;CHUK;FADD;ECSIT;ELK1;FBXW11;FOS;FGG;IKBKB;IKBKE;IKBKG;HMGB1;IRAK1;IRAK2;IRAK3;PPP2CB;PPP2R1B;PPP2CA;SFTPD;PTPN11;PTPN4;RELA;RIPK1;RIPK2;SARM1;RPS6KA2;RPS27A;S100A12;S100A8;SAA1,"163,168"
MyD88-independent TLR4 cascade,R-HSA-166166,reactome,NA,NA,NA,2.38E-08,54,97,2.38E-08,4.10E-07,7.26E-05,UBE2D2;UBE2D3;UBE2N;VRK3;TRAF3;TRAF6;TICAM2;TICAM1;TANK;TBK1;IRAK1;IRAK2;FBXW11;FOS;ELK1;FADD;IKBKB;IKBKE;IKBKG;HMGB1;NKIRAS2;NOD2;MAP2K4;MAP2K6;ATF2;MEF2C;MAP3K7;MAP3K8;MAPK10;MAPK14;MAPK7;MAPK9;MAPKAPK2;MEF2A;NFKB2;NKIRAS1;PPP2CA;PPP2CB;PPP2R1B;PTPN11;RELA;RIPK1;RIPK2;RPS27A;S100A12;SAA1;SARM1;RPS6KA2;CUL1;ATF2;BTRC;BIRC2;BIRC3;CHUK;DUSP4,163
